Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble,Moving_Avg:10,Moving_Avg:20,Moving_Avg:50,Moving_Avg:200,EMA:10,EMA:20,EMA:50,EMA:200,RSI:9,RSI:14,RSI:21,RSI:30
2003-09-01,ASIANPAINT,EQ,307.5,309.0,309.0,300.05,304.0,302.5,304.27,31883,970104885000.0,21431.0,0.6722,344.1600067138672,380.8125015258789,388.2719989013672,350.38,334.6113977568014,360.9797948237067,377.2826241633061,348.8924619488013,23.10883390588067,26.60886177721625,30.32614250803753,33.923620336105785
2003-09-02,ASIANPAINT,EQ,302.5,305.95,306.0,299.0,300.0,300.05,301.11,25485,767379955000.0,18462.0,0.7244,328.8050048828125,375.66500091552734,386.6819989013672,350.2194999694824,328.3275050361046,355.1769560588745,374.25389332525367,348.4064671810816,22.547778260405217,26.160224152468192,29.934390634847524,33.569588260395726
2003-09-03,ASIANPAINT,EQ,300.05,303.8,308.0,297.0,297.0,300.3,303.51,36824,1117631745000.0,29897.0,0.8119,314.9250030517578,370.44750061035154,385.06799865722655,350.07774993896487,323.23159281007986,349.9505781287882,371.3537401671248,347.927795744384,22.76304519730317,26.296780627372545,30.031231620074568,33.642689410651755
2003-09-04,ASIANPAINT,EQ,300.3,300.0,307.0,298.0,307.0,304.75,303.68,75698,2298832440000.0,71278.0,0.9416,301.81500244140625,365.5025009155273,383.55899841308593,349.9829998779297,319.8713032082472,345.64576116414173,368.7418287880219,347.4981659359822,26.83515627835921,28.82017270140468,31.793177665383165,34.96057708460423
2003-09-05,ASIANPAINT,EQ,304.75,306.0,306.0,298.0,298.0,301.0,302.77,17597,532789905000.0,9771.0,0.5553,302.52000122070314,360.3200012207032,381.9959985351563,349.8812498474121,316.44015717038405,341.393783910414,366.0852864826093,347.0354976182112,25.55772021348138,27.951690148134027,31.100212978893715,34.36559106648008
2003-09-08,ASIANPAINT,EQ,301.0,305.0,306.0,302.9,305.0,304.8,304.56,27567,839585210000.0,24344.0,0.8831,303.4649993896484,355.0950012207031,380.5309985351562,349.7727497863769,314.3237627381267,337.90866047065725,363.6819414359568,346.6152437891043,29.38956063448152,30.24557646388863,32.6618446723933,35.51600541751992
2003-09-09,ASIANPAINT,EQ,304.8,305.0,307.0,300.0,307.0,305.95,304.63,41864,1275298870000.0,39996.0,0.9554,303.61499938964846,349.88500213623047,379.0569989013672,349.65199981689454,312.8012626415638,334.8649796836453,361.41794421129305,346.2106146191334,30.60571536573376,30.96196080344745,33.14337026306808,35.86792716443701
2003-09-10,ASIANPAINT,EQ,305.95,303.0,308.0,302.0,307.0,305.7,303.13,60618,1837493090000.0,56482.0,0.9318,303.75,344.3050033569336,377.5249993896484,349.5287498474121,311.5101261989215,332.08736373349154,359.2329272699494,345.80752404786875,30.477339777201266,30.887696948540448,33.08936093369808,35.823960453905826
2003-09-11,ASIANPAINT,EQ,305.7,307.0,315.0,307.0,310.0,310.25,311.6,54043,1684005630000.0,37094.0,0.6864,304.2799987792969,338.5675033569336,376.0729992675781,349.4224998474121,311.28101234457216,330.0076148064923,357.31202816132395,345.4537178384372,35.97586681838127,33.99088332359787,35.11009325516747,37.27164869768843
2003-09-12,ASIANPAINT,EQ,310.25,314.9,324.0,311.0,315.45,313.3,316.68,80166,2538675100000.0,51287.0,0.6398,304.85999755859376,332.3400024414062,374.3939990234375,349.33599975585935,311.6480987897352,328.41641223377576,355.58606579393745,345.1337802260445,39.57953221051864,36.06329161630123,36.4607130657768,38.23778001439082
2003-09-15,ASIANPAINT,EQ,313.3,315.0,315.0,306.0,307.0,307.45,309.72,89041,2757800695000.0,62806.0,0.7054,305.35499877929686,324.757502746582,372.60999938964846,349.2199998474121,310.8848103201526,326.41961223122865,353.69837741798034,344.7588173601837,35.2930729500772,33.867005888433305,34.993839077450815,37.10388997701724
2003-09-16,ASIANPAINT,EQ,307.45,301.05,310.0,301.05,309.95,308.95,309.02,81068,2505199745000.0,74749.0,0.9221,306.2450012207031,317.52500305175784,370.7869995117188,349.13499984741213,310.5330288450396,324.7558408003528,351.94353956657056,344.40251084124685,37.25330999503844,34.960762783170544,35.69041722492928,37.59475246197184
2003-09-17,ASIANPAINT,EQ,308.95,306.0,311.0,303.05,307.45,307.45,307.51,35590,1094428890000.0,26861.0,0.7547,306.9600036621094,310.9425033569336,368.8979998779297,349.0329998779297,309.97248036540174,323.10766664860785,350.19869535639253,344.03482428767256,36.02552954855985,34.3489746079473,35.2933197393954,37.29366382616704
2003-09-18,ASIANPAINT,EQ,307.45,306.0,308.0,302.5,303.5,303.65,304.26,6010,182857755000.0,4055.0,0.6747,306.8500030517578,304.332502746582,367.13,348.91699981689453,308.8229373710531,321.25455495792943,348.373256083455,343.6329851793026,32.93221723437523,32.78381447935804,34.27881281877429,36.527010626857646
2003-09-19,ASIANPAINT,EQ,303.65,302.0,308.0,299.0,301.5,302.0,301.46,10660,321360660000.0,8053.0,0.7554000000000001,306.9500030517578,304.7350021362305,365.37400024414063,348.78399978637697,307.58240330358893,319.420787819079,346.5546970213587,343.2187266203045,31.606534944955623,32.09985649815996,33.83538838833701,36.19281087784934
2003-09-22,ASIANPAINT,EQ,302.0,300.1,307.0,300.1,303.0,305.9,305.43,19953,609422960000.0,18562.0,0.9303,307.0600036621093,305.2625015258789,363.555,348.6617497253418,307.2765106841153,318.13309315978427,344.96039493803033,342.8473959464357,38.21960709306809,35.52386779185595,35.89349025036765,37.5890431623135
2003-09-23,ASIANPAINT,EQ,305.9,306.0,306.5,301.0,305.0,304.6,303.28,14387,436334770000.0,10955.0,0.7615000000000001,306.9250030517578,305.27000122070314,361.6220001220703,348.5324996948242,306.78987348764264,316.8442277258539,343.3776345915788,342.4668249032226,36.8822899830764,34.892251218373644,35.50692852595242,37.30753999893245
2003-09-24,ASIANPAINT,EQ,304.6,305.0,306.0,303.25,303.5,304.85,304.82,20310,619091035000.0,18142.0,0.8933,306.8400024414062,305.2950012207031,359.6990002441406,348.4029997253418,306.4371703268922,315.70192090467884,341.8667471998901,342.09252819874786,37.35650729436345,35.131117641002454,35.64687528068692,37.40080415276402
2003-09-25,ASIANPAINT,EQ,304.85,302.0,305.0,301.5,302.5,302.35,303.22,5750,174352405000.0,4000.0,0.6957,306.0500030517578,305.16500091552734,357.77800048828124,348.2647497558594,305.6940495590055,314.4303099712347,340.31707107846364,341.6970802177008,34.44508036409817,33.795843613806014,34.8527730630682,36.83395043549608
2003-09-26,ASIANPAINT,EQ,302.35,304.8,309.0,302.35,305.0,305.35,305.92,24554,751164150000.0,19770.0,0.8052,305.2550048828125,305.0575012207031,355.9600006103516,348.1412498474121,305.6314962034619,313.56551912669,338.9458136284657,341.3354177887039,40.68576624491383,36.89543973858003,36.63145869714771,38.00044609330016
2003-09-29,ASIANPAINT,EQ,305.35,298.5,308.0,298.5,301.0,301.8,304.49,20492,623959600000.0,14493.0,0.7073,304.69000244140625,305.0225006103516,353.9590002441406,347.9917497253418,304.9348583106449,312.44499233300223,337.4891145760933,340.94203042556234,36.10950854631434,34.81804847578018,35.429560548468146,37.160382467977605
2003-09-30,ASIANPAINT,EQ,301.8,302.0,306.0,301.8,304.0,303.6,304.13,25044,761675370000.0,22911.0,0.9148,304.1550018310547,305.2000015258789,352.06500061035155,347.8404997253418,304.6921579093487,311.6026126920988,336.16012993010986,340.5704679944972,39.96159454786999,36.76230104644541,36.53812759291485,37.88069285118725
2003-10-01,ASIANPAINT,EQ,303.6,303.0,305.0,302.05,303.5,303.7,304.19,9533,289983875000.0,7255.0,0.761,303.7800018310547,305.37000274658203,350.1980010986328,347.7092497253418,304.5117677816546,310.8499840744733,334.88718413704794,340.20359778765675,40.18699639126857,36.87495884592596,36.60162342828431,37.92159061504066
2003-10-03,ASIANPAINT,EQ,303.7,301.1,305.0,301.1,305.0,304.8,304.17,20551,625094730000.0,19317.0,0.94,303.89500122070314,305.3725021362305,348.3760009765625,347.5859996032715,304.5641714200753,310.27379395242525,333.70729408433897,339.8513230613414,42.84228793589215,38.17950340445228,37.32583713510829,38.38317601682751
2003-10-06,ASIANPAINT,EQ,304.8,304.8,305.0,300.1,301.5,300.6,301.68,22953,692439760000.0,15759.0,0.6866,303.7550018310547,305.3525024414063,346.50700134277344,347.4289996337891,303.84341408979174,309.35248082395765,332.4089690654832,339.46076269360185,35.980985956027745,35.18919736000543,35.691264629873125,37.28803856454328
2003-10-07,ASIANPAINT,EQ,300.6,302.0,305.0,301.0,303.15,303.25,302.54,39539,1196224995000.0,30545.0,0.7725,303.49000244140626,305.27500305175784,344.69700134277343,347.2852496337891,303.7355206189205,308.7712921740569,331.265480082523,339.1004565971481,42.51578831728921,38.46408343894444,37.50440251663031,38.434568465327
2003-10-08,ASIANPAINT,EQ,303.25,303.0,305.0,302.0,304.75,304.65,303.52,20461,621039175000.0,16685.0,0.8155,303.4950012207031,305.21000213623046,342.8280010986328,347.1619996643066,303.90178848756847,308.3787875761929,330.2217355262078,338.75766592350965,45.80374826429488,40.18371029951789,38.46677044377749,39.04362645990169
2003-10-09,ASIANPAINT,EQ,304.65,305.0,305.0,302.05,302.25,303.4,304.26,20513,624121360000.0,11451.0,0.5582,303.35,305.0950012207031,340.88900085449217,347.0529995727539,303.81055310737133,307.904616749554,329.1699025211206,338.4058482914,43.31515346573936,39.13221218023774,37.91934408796716,38.69009453440099
2003-10-10,ASIANPAINT,EQ,303.4,304.9,305.0,303.05,304.75,304.5,304.75,29485,898542075000.0,27102.0,0.9192,303.56499938964845,304.8075012207031,338.9560009765625,346.96249954223634,303.9359070878493,307.5803675353108,328.2024553634296,338.06847666661,46.20852514493788,40.60512553568837,38.72508803897344,39.19134206574503
2003-10-13,ASIANPAINT,EQ,304.5,306.0,313.8,303.0,312.0,312.3,308.5,37679,1162406780000.0,27365.0,0.7263,304.25999755859374,304.75750122070315,337.23200073242185,346.8897494506836,305.4566490342346,308.02985517889726,327.5788291841958,337.8120737922454,61.77362006714557,49.86876415524526,44.124543561040426,42.63178995937872
2003-10-14,ASIANPAINT,EQ,312.3,312.0,312.0,308.0,309.0,308.75,309.83,57702,1787790180000.0,45051.0,0.7808,304.9549987792969,304.82250061035154,335.32500061035154,346.80524948120114,306.0554401189192,308.0984403999547,326.8404437259921,337.522898928641,53.80238992075132,46.32726670384218,42.341524450527885,41.5256199376368
2003-10-15,ASIANPAINT,EQ,308.75,307.2,309.0,303.0,306.0,305.3,305.23,40745,1243676300000.0,35673.0,0.8755,305.1249969482422,304.63999938964844,333.3710003662109,346.7047494506836,305.91808515056454,307.8319211040513,325.99571996391273,337.2022729471915,47.15036793158314,43.12219573876133,40.664741464291936,40.46992664321433
2003-10-16,ASIANPAINT,EQ,305.3,305.0,307.95,300.05,304.5,302.45,302.99,31091,942035600000.0,22578.0,0.7262000000000001,304.9999969482422,304.38999938964844,331.3270007324219,346.59074951171874,305.28752643355847,307.3193583519541,325.0723588754076,336.8564793079859,42.29106713896033,40.62203549579404,39.31431515518148,39.60940126924404
2003-10-17,ASIANPAINT,EQ,302.45,301.1,305.0,301.05,301.9,304.7,304.27,43102,1311444670000.0,37301.0,0.8654000000000001,304.98999938964846,304.44250030517577,329.34800109863284,346.48849960327146,305.18070566509897,307.0698968143424,324.27344331978503,336.5365144612103,47.13043192636297,43.41150234339662,40.94014805018052,40.64023371849115
2003-10-20,ASIANPAINT,EQ,304.7,304.0,305.0,296.1,298.0,297.0,298.53,77235,2305689505000.0,71973.0,0.9319,304.6299987792969,304.19250030517577,327.19500122070315,346.33824966430666,303.6933046350809,306.1108590225003,323.2038965229307,336.14311630736745,35.6278296860168,37.00463662953559,37.34497336139637,38.32430501139994
2003-10-21,ASIANPAINT,EQ,297.0,297.0,299.9,290.0,290.1,290.75,293.87,17294,508216535000.0,12722.0,0.7356,303.3799987792969,303.43500061035155,324.8240014648438,346.15399963378906,301.33997651961164,304.6479200679765,321.931194698502,335.6914435082892,29.13479436243775,32.776261509718275,34.74459944749576,36.57423239354154
2003-10-22,ASIANPAINT,EQ,290.75,323.0,323.0,287.6,290.0,289.75,291.7,16036,467768525000.0,9946.0,0.6202000000000001,301.88999938964844,302.69250030517577,322.41600158691404,345.95699966430664,299.23270806150043,303.229070537693,320.66918706326663,335.2343147171619,28.209404327007952,32.143392624984855,34.342855510623984,36.29986654642452
2003-10-23,ASIANPAINT,EQ,289.75,299.9,299.9,283.1,285.0,284.8,287.3,27810,798980600000.0,21532.0,0.7743000000000001,300.0299987792969,301.68999938964845,319.76600158691406,345.7262495422363,296.6085771035856,301.4739198001002,319.2625517977648,334.7324806184137,23.969710931735683,29.143617249533843,32.39593546796803,34.95704271081251
2003-10-24,ASIANPAINT,EQ,284.8,282.5,292.0,282.15,290.0,289.45,286.59,15857,454441085000.0,11670.0,0.736,298.525,301.04499969482424,317.0550018310547,345.5192495727539,295.3070198496666,300.3287857436174,318.0934325981281,334.28190879342486,34.390668617478326,35.256252772453166,35.976015023493886,37.21412896931195
2003-10-27,ASIANPAINT,EQ,290.05,289.95,291.0,282.5,284.5,283.4,285.85,12544,358571390000.0,21871.0,0.8200000000000001,295.63500061035154,299.94749908447267,313.96600158691405,345.2812495422363,293.1421060399971,298.71651985341424,316.7329055902205,333.77562108300754,28.64408287761459,31.45422994517989,33.5489075486916,35.55356450826137
2003-10-28,ASIANPAINT,EQ,283.4,288.5,288.9,282.0,284.9,282.8,284.81,11753,334741735000.0,8615.0,0.733,293.0399993896484,298.9974990844727,310.44000122070315,345.0369995117188,291.2617209041737,297.20065965718135,315.4022029315048,333.2684008512659,28.119838720798533,31.09607756453636,33.31486100300486,35.391544135140066
2003-10-29,ASIANPAINT,EQ,282.8,285.0,286.0,282.0,282.0,283.3,284.01,59795,1698225400000.0,57452.0,0.9608,290.8399993896484,297.9824981689453,307.0340008544922,344.8039994812012,289.8141330657728,295.876786146304,314.14329253391514,332.7712027113824,29.33235109145153,31.79305132096242,33.71944955915266,35.644363689305315
2003-10-30,ASIANPAINT,EQ,283.3,283.0,284.0,281.0,283.05,283.15,283.59,35623,1010237110000.0,29930.0,0.8402,288.9099975585938,296.954997253418,303.9150006103516,344.5402494812012,288.60247139862946,294.6647106939402,312.92786905793747,332.2774593400899,29.1663103236677,31.689495130228867,33.65513212425653,35.60113103156011
2003-10-31,ASIANPAINT,EQ,283.15,284.1,284.1,273.0,275.0,274.4,276.59,111165,3074741470000.0,93500.0,0.8411,285.87999572753904,295.4349975585937,300.6860003662109,344.26924942016603,286.0202027618758,292.7347376656111,311.41697199278246,331.70156416154657,21.2660463508438,26.30647851309769,30.134388605630512,33.17304469529891
2003-11-03,ASIANPAINT,EQ,274.4,277.5,285.0,277.5,280.0,282.2,281.46,40474,1139168080000.0,23626.0,0.5837,284.3999969482422,294.5149978637695,300.45100036621096,343.9984994506836,285.3256226609949,291.7314304790797,310.2712088639296,331.2090114057803,38.08491185228223,36.638966425709256,36.36533113203084,37.12737333327733
2003-11-04,ASIANPAINT,EQ,282.2,283.65,290.0,282.0,285.6,286.75,286.71,37216,1067006360000.0,25771.0,0.6925,283.9999969482422,293.6899978637695,300.2790002441406,343.75999938964844,285.58460035899583,291.2570085286912,309.3488085163245,330.76663318283727,45.6973348742392,41.76801142909562,39.66135064668288,39.29499484197495
2003-11-05,ASIANPAINT,EQ,286.75,285.75,296.5,285.75,296.0,294.45,290.95,39770,1157108435000.0,30886.0,0.7766,284.4699981689453,293.17999877929685,300.0790002441406,343.5589994812012,287.1964934222749,291.5611041171045,308.76454199439144,330.4052737701427,55.99737099889929,49.25449237271764,44.74674176401562,42.7503982415905
2003-11-06,ASIANPAINT,EQ,294.45,297.0,312.5,296.0,311.0,309.2,305.21,78370,2391902030000.0,57259.0,0.7306,286.9100006103516,293.4699996948242,300.1760003662109,343.43199951171874,291.19713320132155,293.24100012566896,308.7816192576322,330.194276142649,68.76504148225848,59.89185507942534,52.75557497380839,48.55342516255249
2003-11-07,ASIANPAINT,EQ,309.2,302.0,313.95,281.15,307.0,306.8,308.32,57780,1781445110000.0002,44926.0,0.7775,288.64499816894534,293.58499908447266,300.2129998779297,343.2877494812012,294.0340158543483,294.5323322844594,308.70390821980226,329.961497154095,65.29686239024284,57.769852309773306,51.48069672830186,47.73890569075836
2003-11-10,ASIANPAINT,EQ,306.8,295.05,308.9,295.05,304.5,304.25,306.2,39619,1213151390000.0,32624.0,0.8234,290.72999877929686,293.18249969482423,300.1479998779297,343.14174942016604,295.89146751719403,295.45782444784425,308.52924515235907,329.70566136151695,61.584259531565856,55.51909990330866,50.12923676904339,46.87460488600656
2003-11-11,ASIANPAINT,EQ,304.25,307.0,307.1,301.65,305.0,304.4,305.17,49766,1518687665000.0,42690.0,0.8578,292.88999938964844,292.9649993896484,300.18599975585937,342.99124938964843,297.43847231342863,296.309459633429,308.36731373056006,329.4538636752977,61.72825619874147,55.62860886972638,50.20996510168028,46.9330670905419
2003-11-12,ASIANPAINT,EQ,304.4,307.0,308.0,303.25,306.5,305.35,305.86,21926,670619405000.0,12297.0,0.5608,295.0950012207031,292.9675003051758,300.2920001220703,342.86074935913086,298.87693300253534,297.1704640591515,308.2489879412642,329.214024296474,62.72385048987376,56.361411616640005,50.74025943423296,47.31295520849832
2003-11-13,ASIANPAINT,EQ,305.35,307.6,308.0,303.05,307.0,306.55,306.01,21196,648618175000.0,13583.0,0.6408,297.43500061035155,293.17249908447263,300.4170001220703,342.72949935913084,300.27203387352324,298.0637520338008,308.18236048446835,328.98851149544413,64.05267810086377,57.320229738209065,51.42639452147797,47.80122596664568
2003-11-14,ASIANPAINT,EQ,306.55,307.0,307.4,302.0,306.9,306.5,304.89,38988,1188709295000.0,35177.0,0.9023,300.64500122070314,293.2624984741211,300.4520001220704,342.6134992980957,301.4043913510645,298.86720422105793,308.1163855635088,328.7647452119074,63.945848447720685,57.26378549937523,51.39508202356552,47.7821434739802
2003-11-15,ASIANPAINT,EQ,306.5,307.0,307.0,300.0,302.0,301.35,302.13,4584,138496475000.0,3050.0,0.6654000000000001,302.56000061035155,293.47999877929686,300.4590002441406,342.46874938964845,301.3945031242374,299.1036615431968,307.8510373493914,328.49196173819206,53.58704467478408,51.6236698597117,48.21906739285231,45.832153659347
2003-11-17,ASIANPAINT,EQ,301.35,305.0,309.0,303.0,307.25,306.45,306.28,21958,672530945000.0,16735.0,0.7621,304.5300018310547,294.26499938964844,300.4920007324219,342.3712493896484,302.3136865938363,299.8033139873715,307.79609518694593,328.27263885728496,60.68276825076849,56.22211869333941,51.34541987061333,48.005895937720254
2003-11-18,ASIANPAINT,EQ,306.45,309.0,309.0,304.05,308.0,306.35,305.6,15297,467478890000.00006,10076.0,0.6587000000000001,305.7200012207031,295.0949996948242,300.50000061035155,342.2832493591309,303.04756286832344,300.42680847462333,307.73938581112515,328.0545032079938,60.47879700763942,56.10948839308924,51.28167058142392,47.9668490214514
2003-11-19,ASIANPAINT,EQ,306.35,304.0,305.9,303.0,305.7,305.35,304.52,34976,1065105400000.0,29898.0,0.8548,305.3350006103516,296.12250061035155,300.49300048828127,342.1709994506836,303.4661889110856,300.8956844392797,307.64568464612086,327.8285878139194,58.275292044458254,54.92461156765072,50.621777132058966,47.56663587598444
2003-11-20,ASIANPAINT,EQ,305.35,305.0,305.7,302.0,305.7,304.6,304.23,12908,392706280000.0,10842.0,0.8399,305.11500244140626,296.88000030517577,300.38000061035154,342.0439994812012,303.6723374915274,301.2484769787308,307.526246271901,327.5974576476467,56.53725358302269,54.003515609767085,50.11394427000694,47.260696905556536
2003-11-21,ASIANPAINT,EQ,304.6,302.15,306.0,293.05,302.5,305.1,301.26,17102,515214790000.00006,13053.0,0.7632,305.2000030517578,297.96500091552736,300.2160009765625,341.91949951171875,303.931913602798,301.6152892763293,307.431099598631,327.3736024084016,57.48817780135085,54.55073088267996,50.46181790765164,47.4936007182642
2003-11-24,ASIANPAINT,EQ,305.1,302.5,307.9,301.1,307.0,306.95,305.83,20090,614419290000.0,16828.0,0.8376000000000001,305.4550048828125,299.1725021362305,300.2060009765625,341.81274963378905,304.4806588035676,302.12335812687235,307.41223342641143,327.1703826054029,61.036644790017554,56.607728536446416,51.76848721730994,48.36637361891934
2003-11-25,ASIANPAINT,EQ,306.95,309.0,309.0,303.25,307.0,306.95,306.58,15015,460323585000.0,9927.0,0.6611,305.61500549316406,300.3550033569336,300.1660009765625,341.7209997558594,304.9296321496519,302.58303946783985,307.3941071040828,326.9691848899962,61.03664479001755,56.607728536446416,51.76848721730994,48.36637361891934
2003-11-27,ASIANPAINT,EQ,306.95,306.0,309.9,304.0,309.9,307.7,305.32,74134,2263480525000.0,70803.0,0.9551,305.7300079345703,301.58250427246094,300.1710009765625,341.6312498474121,305.43333761463,303.0703702049057,307.40610338262985,326.77745182847417,62.636821730890745,57.51186101561522,52.33048302668049,48.7360618271955
2003-11-28,ASIANPAINT,EQ,307.7,310.0,313.0,305.55,309.5,309.55,309.96,26293,814965485000.0,20774.0,0.7901,306.0350067138672,303.3400039672852,300.2890008544922,341.54574981689456,306.181819465237,303.6874766418641,307.4901772810745,326.6060342758821,66.45926849988273,59.740197363786855,53.72693028375839,49.65583367889745
2003-12-01,ASIANPAINT,EQ,309.55,309.0,311.75,306.7,308.55,309.05,310.14,72764,2256669250000.0,65853.0,0.905,306.8050048828125,304.68250274658203,300.4300006103516,341.46974975585937,306.70330461573366,304.1981919895884,307.55134632075664,326.4313472462014,64.45430668820939,58.84196460369616,53.28396101867303,49.40798162333995
2003-12-02,ASIANPAINT,EQ,309.05,309.0,310.75,308.0,310.7,309.85,309.63,31245,967433780000.0,26478.0,0.8473999999999999,307.14500427246094,305.83750305175784,300.5090008544922,341.4057498168945,307.27543215896674,304.7364600004386,307.6414898416492,326.26635877712,66.28516218519752,59.881365265029885,53.92221333284453,49.82253849025077
2003-12-03,ASIANPAINT,EQ,309.85,309.0,313.95,308.15,311.0,311.35,311.15,60276,1875517090000.0,53925.0,0.8946,307.64500427246094,306.68250274658203,300.64400085449216,341.3574998474121,308.0162637852483,305.36632153406504,307.78692185191846,326.11793735748216,69.58915724214845,61.82784994623327,55.12911436441241,50.60755220754368
2003-12-04,ASIANPAINT,EQ,311.35,311.25,315.0,309.1,314.9,313.2,311.51,81232,2530458330000.0,75979.0,0.9353,308.4300048828125,306.882502746582,300.8110009765625,341.3109999084473,308.95876349829973,306.1123873124428,307.9991999050601,325.989400788821,73.22925609805877,64.13882844060242,56.60118654646559,51.57416128528563
2003-12-05,ASIANPAINT,EQ,313.2,314.8,319.35,313.0,319.25,317.1,316.08,60589,1915087790000.0,43595.0,0.7195,309.6800048828125,307.3975036621094,301.1060009765625,341.27625,310.4389894265208,307.15882719730683,308.3560942657839,325.90094910041006,79.14849021269468,68.47213393993927,59.53935903570918,53.55628734914698
2003-12-08,ASIANPAINT,EQ,317.1,317.0,330.0,315.0,320.85,319.85,320.45,45446,1456304370000.0,34633.0,0.7621,311.1550048828125,308.17750396728513,301.3960009765625,341.25,312.15008336779255,308.36751090266006,308.80683590647925,325.8407407123813,82.26005370617445,71.12195234922616,61.47065623153332,54.90275569852189
2003-12-09,ASIANPAINT,EQ,319.85,324.9,329.9,318.0,319.6,320.2,322.37,37516,1209393975000.0,27083.0,0.7219,312.4800048828125,308.9675048828125,301.7640014648438,341.24,313.61370679310863,309.49441578879066,309.25362713395185,325.7846140605868,82.63116761527486,71.45083619028229,61.7148747804089,55.074242542875474
2003-12-10,ASIANPAINT,EQ,320.2,320.1,325.45,320.1,325.0,324.15,323.65,36258,1173505300000.0,29581.0,0.8158,314.2000030517578,309.9075042724609,302.1750012207031,341.24175003051755,315.52939535735874,310.8901851323805,309.83779837954137,325.7683491833321,86.27619938486153,74.92197643897312,64.3895626347458,56.98389614883468
2003-12-11,ASIANPAINT,EQ,324.15,324.0,329.0,324.0,329.0,328.0,327.4,47290,1548257135000.0,41085.0,0.8688,316.23000183105466,310.9800048828125,302.6610009765625,341.28125,317.7967780196571,312.519691310249,310.5500415803437,325.79055466409494,88.84350382896162,77.76028151192293,66.76576975387096,58.751781033694016
